short_name,long_name,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,club_position,club_jersey_number,nationality_name,preferred_foot,pace,shooting,passing,dribbling,defending,physic,skill_dribbling,skill_curve,skill_ball_control,movement_agility,movement_reactions,power_shot_power,power_jumping,player_face_url,club_logo_url
İ. Gündoğan,İlkay Gündoğan,83,87,15000000.0,130000.0,23,180,79,Borussia Dortmund,SUB,8.0,Germany,Right,79.0,70.0,83.0,86.0,67.0,70.0,87,82,86,86,86,76,63,https://cdn.sofifa.net/players/186/942/15_120.png,https://cdn.sofifa.net/teams/22/60.png
S. Kagawa,香川 真司,83,83,19000000.0,140000.0,25,172,64,Borussia Dortmund,CAM,7.0,Japan,Right,82.0,73.0,76.0,88.0,32.0,49.0,88,78,85,93,85,62,67,https://cdn.sofifa.net/players/189/358/15_120.png,https://cdn.sofifa.net/teams/22/60.png
Hulk,Givanildo Vieira de Souza,83,83,18500000.0,160000.0,27,180,85,Zenit St. Petersburg,RM,7.0,Brazil,Left,85.0,87.0,80.0,81.0,43.0,86.0,84,80,82,72,83,94,72,https://cdn.sofifa.net/players/189/362/15_120.png,https://cdn.sofifa.net/teams/100769/60.png
Pedro,Pedro Eliezer Rodríguez Ledesma,83,86,18000000.0,160000.0,26,169,64,FC Barcelona,RW,7.0,Spain,Right,83.0,76.0,78.0,84.0,37.0,60.0,84,81,85,84,88,71,67,https://cdn.sofifa.net/players/189/505/15_120.png,https://cdn.sofifa.net/teams/241/60.png
De Gea,David De Gea Quintana,83,87,13500000.0,130000.0,23,193,82,Manchester United,GK,1.0,Spain,Right,,,,,,,25,21,31,57,78,31,67,https://cdn.sofifa.net/players/193/080/15_120.png,https://cdn.sofifa.net/teams/11/60.png
J. Cuadrado,Juan Guillermo Cuadrado Bello,83,87,18000000.0,130000.0,26,176,66,Fiorentina,RW,11.0,Colombia,Right,93.0,77.0,76.0,87.0,57.0,71.0,89,73,85,90,75,83,60,https://cdn.sofifa.net/players/193/082/15_120.png,https://cdn.sofifa.net/teams/110374/60.png
P. Pogba,Paul Pogba,83,89,13500000.0,120000.0,21,188,80,Juventus,LCM,6.0,France,Right,76.0,78.0,79.0,83.0,73.0,88.0,84,78,88,79,78,89,87,https://cdn.sofifa.net/players/195/864/15_120.png,https://cdn.sofifa.net/teams/45/60.png
Isco,Francisco Román Alarcón Suárez,83,88,15000000.0,120000.0,22,176,74,Real Madrid CF,SUB,23.0,Spain,Right,76.0,76.0,82.0,86.0,32.0,62.0,86,84,89,86,79,73,64,https://cdn.sofifa.net/players/197/781/15_120.png,https://cdn.sofifa.net/teams/243/60.png
G. Buffon,Gianluigi Buffon,82,82,7000000.0,110000.0,36,191,83,Juventus,GK,1.0,Italy,Right,,,,,,,20,25,24,51,74,47,75,https://cdn.sofifa.net/players/001/179/15_120.png,https://cdn.sofifa.net/teams/45/60.png
S. Gerrard,Steven Gerrard,82,82,3900000.0,100000.0,34,183,83,Liverpool,LDM,8.0,England,Right,63.0,83.0,85.0,75.0,70.0,81.0,74,84,82,59,86,90,71,https://cdn.sofifa.net/players/013/743/15_120.png,https://cdn.sofifa.net/teams/9/60.png
T. Howard,Timothy Matthew Howard,82,82,9500000.0,60000.0,35,191,88,Everton,GK,24.0,United States,Right,,,,,,,25,25,25,48,82,25,75,https://cdn.sofifa.net/players/016/254/15_120.png,https://cdn.sofifa.net/teams/7/60.png
Danny,Daniel Miguel Alves Gomes,82,82,13500000.0,130000.0,30,178,70,Zenit St. Petersburg,CAM,35.0,Portugal,Right,85.0,76.0,81.0,84.0,33.0,56.0,85,85,86,84,74,71,70,https://cdn.sofifa.net/players/020/800/15_120.png,https://cdn.sofifa.net/teams/100769/60.png
Júlio César,Júlio César Soares de Espíndola,82,82,10500000.0,100000.0,34,186,79,SL Benfica,SUB,20.0,Brazil,Left,,,,,,,25,25,33,69,83,35,75,https://cdn.sofifa.net/players/048/717/15_120.png,https://cdn.sofifa.net/teams/234/60.png
T. Motta,Thiago Motta,82,82,9500000.0,130000.0,31,187,83,Paris Saint-Germain,CDM,8.0,Italy,Left,50.0,66.0,78.0,73.0,79.0,84.0,73,67,83,50,78,82,85,https://cdn.sofifa.net/players/049/370/15_120.png,https://cdn.sofifa.net/teams/73/60.png
R. Adler,René Adler,82,82,16000000.0,80000.0,29,191,87,Hamburger SV,SUB,15.0,Germany,Right,,,,,,,25,25,30,49,83,35,69,https://cdn.sofifa.net/players/121/933/15_120.png,https://cdn.sofifa.net/teams/28/60.png
Alex,Alex Rodrigo Dias da Costa,82,82,9000000.0,130000.0,32,188,92,AC Milan,RCB,33.0,Brazil,Right,54.0,64.0,53.0,55.0,84.0,83.0,53,47,59,44,75,90,88,https://cdn.sofifa.net/players/136/130/15_120.png,https://cdn.sofifa.net/teams/47/60.png
Diego,Diego Ribas da Cunha,82,82,16000000.0,140000.0,29,173,73,Fenerbahçe SK,CAM,10.0,Brazil,Right,75.0,73.0,84.0,85.0,39.0,64.0,85,85,84,90,85,75,77,https://cdn.sofifa.net/players/136/138/15_120.png,https://cdn.sofifa.net/teams/326/60.png
P. Zabaleta,Pablo Javier Zabaleta Girod,82,82,12500000.0,130000.0,29,178,76,Manchester City,RB,5.0,Argentina,Right,74.0,52.0,74.0,75.0,83.0,82.0,73,68,77,72,85,66,81,https://cdn.sofifa.net/players/142/784/15_120.png,https://cdn.sofifa.net/teams/10/60.png
Gabi,Gabriel Fernández Arenas,82,82,13500000.0,130000.0,30,180,74,Atlético de Madrid,RCM,14.0,Spain,Right,68.0,72.0,80.0,76.0,75.0,73.0,73,86,80,79,81,81,60,https://cdn.sofifa.net/players/146/954/15_120.png,https://cdn.sofifa.net/teams/240/60.png
M. Gomez,Mario Gómez García,82,82,17000000.0,140000.0,28,189,88,Fiorentina,ST,33.0,Germany,Right,75.0,82.0,60.0,70.0,30.0,79.0,69,65,76,64,78,82,76,https://cdn.sofifa.net/players/150/418/15_120.png,https://cdn.sofifa.net/teams/110374/60.png
J. Hart,Charles Joseph John Hart,82,83,15000000.0,150000.0,27,196,91,Manchester City,GK,1.0,England,Right,,,,,,,25,25,20,25,81,25,72,https://cdn.sofifa.net/players/150/724/15_120.png,https://cdn.sofifa.net/teams/10/60.png
R. Palacio,Rodrigo Sebastián Palacio,82,82,13000000.0,130000.0,32,175,70,Inter,SUB,8.0,Argentina,Right,85.0,82.0,77.0,84.0,31.0,60.0,83,83,86,83,83,73,77,https://cdn.sofifa.net/players/152/999/15_120.png,https://cdn.sofifa.net/teams/44/60.png
Dante,Dante Bonfim da Costa Santos,82,82,11500000.0,130000.0,30,188,87,FC Bayern München,SUB,4.0,Brazil,Left,64.0,56.0,72.0,71.0,83.0,76.0,68,62,76,68,82,77,64,https://cdn.sofifa.net/players/158/625/15_120.png,https://cdn.sofifa.net/teams/21/60.png
E. Lavezzi,Ezequiel Iván Lavezzi,82,82,14500000.0,140000.0,29,173,75,Paris Saint-Germain,LW,22.0,Argentina,Right,87.0,76.0,75.0,85.0,32.0,73.0,84,79,82,94,80,81,72,https://cdn.sofifa.net/players/159/065/15_120.png,https://cdn.sofifa.net/teams/73/60.png
Borja Valero,Borja Valero Iglesias,82,82,14500000.0,100000.0,29,175,73,Fiorentina,LCM,20.0,Spain,Right,71.0,74.0,85.0,81.0,65.0,67.0,79,81,87,78,83,79,68,https://cdn.sofifa.net/players/161/956/15_120.png,https://cdn.sofifa.net/teams/110374/60.png
G. Rossi,Giuseppe Rossi,82,84,18500000.0,140000.0,27,173,72,Fiorentina,SUB,49.0,Italy,Left,83.0,83.0,74.0,84.0,29.0,52.0,83,79,87,84,79,79,61,https://cdn.sofifa.net/players/162/409/15_120.png,https://cdn.sofifa.net/teams/110374/60.png
L. Baines,Leighton Baines,82,82,12500000.0,90000.0,29,170,70,Everton,LB,3.0,England,Left,77.0,74.0,81.0,77.0,80.0,74.0,77,80,77,74,80,84,72,https://cdn.sofifa.net/players/163/631/15_120.png,https://cdn.sofifa.net/teams/7/60.png
S. Mandanda,Steve Mandanda,82,82,16000000.0,130000.0,29,185,82,Olympique de Marseille,GK,30.0,France,Right,,,,,,,25,25,23,52,79,34,74,https://cdn.sofifa.net/players/163/705/15_120.png,https://cdn.sofifa.net/teams/219/60.png
Filipe Luís,Filipe Luís Kasmirski,82,82,13500000.0,140000.0,28,182,78,Chelsea,SUB,3.0,Brazil,Left,82.0,62.0,76.0,78.0,81.0,77.0,77,74,84,74,82,71,62,https://cdn.sofifa.net/players/164/169/15_120.png,https://cdn.sofifa.net/teams/5/60.png
J. Błaszczykowski,Jakub Błaszczykowski,82,82,15500000.0,150000.0,28,175,71,Borussia Dortmund,SUB,16.0,Poland,Right,87.0,74.0,79.0,83.0,58.0,72.0,83,78,83,83,82,80,63,https://cdn.sofifa.net/players/164/994/15_120.png,https://cdn.sofifa.net/teams/22/60.png
C. Vela,Carlos Alberto Vela Garrido,82,87,19000000.0,120000.0,25,177,75,Real Sociedad,LW,11.0,Mexico,Left,86.0,77.0,74.0,85.0,30.0,65.0,86,78,85,87,78,68,67,https://cdn.sofifa.net/players/169/416/15_120.png,https://cdn.sofifa.net/teams/457/60.png
M. Hamšik,Marek Hamšík,82,86,19500000.0,140000.0,26,183,79,Napoli,CAM,17.0,Slovakia,Right,73.0,77.0,81.0,81.0,58.0,70.0,81,81,84,79,80,76,72,https://cdn.sofifa.net/players/171/877/15_120.png,https://cdn.sofifa.net/teams/48/60.png
A. Begović,Asmir Begović,82,84,15000000.0,100000.0,27,200,83,Stoke City,GK,1.0,Bosnia and Herzegovina,Right,,,,,,,25,25,24,53,78,28,38,https://cdn.sofifa.net/players/172/723/15_120.png,https://cdn.sofifa.net/teams/1806/60.png
J. Vertonghen,Jan Vertonghen,82,84,14500000.0,130000.0,27,189,86,Tottenham Hotspur,SUB,5.0,Belgium,Left,72.0,67.0,74.0,69.0,82.0,81.0,67,58,74,68,80,86,80,https://cdn.sofifa.net/players/172/871/15_120.png,https://cdn.sofifa.net/teams/18/60.png
Sokratis,Sokratis Papastathopoulos,82,84,16000000.0,140000.0,26,185,85,Borussia Dortmund,RCB,25.0,Greece,Right,78.0,52.0,61.0,65.0,84.0,82.0,61,51,67,66,80,66,82,https://cdn.sofifa.net/players/172/879/15_120.png,https://cdn.sofifa.net/teams/22/60.png
S. Mignolet,Simon Luc Hildebert Mignolet,82,83,16000000.0,130000.0,26,193,87,Liverpool,GK,22.0,Belgium,Right,,,,,,,25,25,23,28,69,44,69,https://cdn.sofifa.net/players/173/426/15_120.png,https://cdn.sofifa.net/teams/9/60.png
Ł. Piszczek,Łukasz Piszczek,82,82,12500000.0,120000.0,29,184,78,Borussia Dortmund,RB,26.0,Poland,Right,81.0,67.0,73.0,74.0,81.0,82.0,74,75,77,68,83,77,74,https://cdn.sofifa.net/players/173/771/15_120.png,https://cdn.sofifa.net/teams/22/60.png
D. Mertens,Dries Mertens,82,85,18500000.0,130000.0,27,169,61,Napoli,SUB,14.0,Belgium,Right,88.0,77.0,80.0,87.0,37.0,53.0,87,85,87,93,76,79,59,https://cdn.sofifa.net/players/175/943/15_120.png,https://cdn.sofifa.net/teams/48/60.png
Marcelo,Marcelo Vieira da Silva Júnior,82,85,16000000.0,150000.0,26,174,75,Real Madrid CF,LB,12.0,Brazil,Left,81.0,67.0,78.0,84.0,77.0,79.0,83,80,86,79,85,83,79,https://cdn.sofifa.net/players/176/676/15_120.png,https://cdn.sofifa.net/teams/243/60.png
B. Höwedes,Benedikt Höwedes,82,84,16000000.0,140000.0,26,187,82,FC Schalke 04,SUB,4.0,Germany,Right,66.0,50.0,65.0,65.0,83.0,78.0,60,38,72,65,82,62,82,https://cdn.sofifa.net/players/179/784/15_120.png,https://cdn.sofifa.net/teams/34/60.png
David Luiz,David Luiz Moreira Marinho,82,83,14500000.0,160000.0,27,189,84,Paris Saint-Germain,RCB,32.0,Brazil,Right,77.0,64.0,72.0,72.0,80.0,78.0,69,70,79,75,74,73,80,https://cdn.sofifa.net/players/179/944/15_120.png,https://cdn.sofifa.net/teams/73/60.png
Willian,Willian Borges da Silva,82,84,17000000.0,120000.0,25,175,75,Chelsea,SUB,22.0,Brazil,Right,89.0,73.0,78.0,87.0,51.0,63.0,88,74,87,87,81,71,46,https://cdn.sofifa.net/players/180/403/15_120.png,https://cdn.sofifa.net/teams/5/60.png
Hernanes,Anderson Hernanes de Carvalho Andrade,82,82,14500000.0,130000.0,29,180,76,Inter,RCM,88.0,Brazil,Right,71.0,81.0,83.0,85.0,63.0,73.0,85,83,87,78,81,87,73,https://cdn.sofifa.net/players/180/432/15_120.png,https://cdn.sofifa.net/teams/44/60.png
F. Muslera,Néstor Fernando Muslera Micol,82,82,15500000.0,140000.0,28,190,77,Galatasaray SK,GK,1.0,Uruguay,Right,,,,,,,25,25,35,70,84,25,84,https://cdn.sofifa.net/players/182/494/15_120.png,https://cdn.sofifa.net/teams/325/60.png
N. Subotić,Neven Subotić,82,84,15000000.0,130000.0,25,193,88,Borussia Dortmund,LCB,4.0,Serbia,Right,71.0,57.0,58.0,57.0,83.0,79.0,48,33,64,66,79,83,73,https://cdn.sofifa.net/players/183/556/15_120.png,https://cdn.sofifa.net/teams/22/60.png
N. Gaitán,Osvaldo Nicolás Fabián Gaitán,82,84,18000000.0,140000.0,26,173,67,SL Benfica,LM,10.0,Argentina,Left,83.0,74.0,81.0,86.0,38.0,57.0,87,87,85,88,83,75,60,https://cdn.sofifa.net/players/184/144/15_120.png,https://cdn.sofifa.net/teams/234/60.png
Luiz Gustavo,Luiz Gustavo Dias,82,83,15000000.0,130000.0,26,187,80,VfL Wolfsburg,LDM,22.0,Brazil,Left,72.0,58.0,72.0,72.0,83.0,82.0,70,48,77,68,83,77,74,https://cdn.sofifa.net/players/185/221/15_120.png,https://cdn.sofifa.net/teams/175/60.png
M. Balotelli,Mario Barwuah Balotelli,82,86,16500000.0,130000.0,23,188,80,Liverpool,ST,45.0,Italy,Right,82.0,82.0,68.0,81.0,30.0,79.0,83,79,87,78,66,85,78,https://cdn.sofifa.net/players/186/627/15_120.png,https://cdn.sofifa.net/teams/9/60.png
S. Doumbia,Seydou Doumbia,82,84,19500000.0,150000.0,26,178,74,PFC CSKA Moscow,ST,88.0,Côte d'Ivoire,Right,93.0,82.0,68.0,82.0,38.0,73.0,86,78,81,70,79,80,83,https://cdn.sofifa.net/players/188/428/15_120.png,https://cdn.sofifa.net/teams/315/60.png
C. Eriksen,Christian Dannemann Eriksen,82,88,15000000.0,110000.0,22,177,71,Tottenham Hotspur,CAM,23.0,Denmark,Right,81.0,72.0,83.0,83.0,47.0,55.0,84,85,85,78,81,78,57,https://cdn.sofifa.net/players/190/460/15_120.png,https://cdn.sofifa.net/teams/18/60.png
N. Matić,Nemanja Matić,82,85,14500000.0,120000.0,25,194,84,Chelsea,LDM,21.0,Serbia,Left,67.0,70.0,76.0,75.0,80.0,85.0,78,68,79,53,81,78,70,https://cdn.sofifa.net/players/191/202/15_120.png,https://cdn.sofifa.net/teams/5/60.png
M. ter Stegen,Marc-André ter Stegen,82,88,11500000.0,110000.0,22,189,82,FC Barcelona,SUB,1.0,Germany,Right,,,,,,,25,25,28,37,81,38,82,https://cdn.sofifa.net/players/192/448/15_120.png,https://cdn.sofifa.net/teams/241/60.png
B. Leno,Bernd Leno,82,85,11500000.0,100000.0,22,190,82,Bayer 04 Leverkusen,GK,1.0,Germany,Right,,,,,,,25,25,28,52,82,43,73,https://cdn.sofifa.net/players/192/563/15_120.png,https://cdn.sofifa.net/teams/32/60.png
Koke,Jorge Resurrección Merodio,82,85,13500000.0,110000.0,22,178,74,Atlético de Madrid,RM,6.0,Spain,Right,75.0,72.0,85.0,81.0,53.0,73.0,79,84,86,78,84,81,61,https://cdn.sofifa.net/players/193/747/15_120.png,https://cdn.sofifa.net/teams/240/60.png
A. Griezmann,Antoine Griezmann,82,88,15000000.0,130000.0,23,176,68,Atlético de Madrid,LS,7.0,France,Left,85.0,77.0,76.0,83.0,30.0,68.0,86,84,80,88,80,75,79,https://cdn.sofifa.net/players/194/765/15_120.png,https://cdn.sofifa.net/teams/240/60.png
J. Martínez,Jackson Arley Martínez Valencia,82,85,18500000.0,150000.0,27,185,85,FC Porto,ST,9.0,Colombia,Right,82.0,81.0,66.0,78.0,43.0,85.0,77,66,79,78,80,85,85,https://cdn.sofifa.net/players/196/144/15_120.png,https://cdn.sofifa.net/teams/236/60.png
D. Alaba,David Olatukunbo Alaba,82,87,11500000.0,120000.0,22,180,75,FC Bayern München,LCB,27.0,Austria,Left,86.0,70.0,81.0,82.0,79.0,72.0,81,74,83,86,84,78,78,https://cdn.sofifa.net/players/197/445/15_120.png,https://cdn.sofifa.net/teams/21/60.png
Lucas,Lucas Rodrigues Moura da Silva,82,87,15000000.0,120000.0,21,172,72,Paris Saint-Germain,SUB,7.0,Brazil,Right,93.0,73.0,76.0,87.0,44.0,63.0,88,69,83,93,83,83,71,https://cdn.sofifa.net/players/200/949/15_120.png,https://cdn.sofifa.net/teams/73/60.png
F. Amorebielsa,Francisco Amorebielsa,82,82,,,28,194,83,,,,Venezuela,Left,53.0,47.0,56.0,50.0,81.0,85.0,44,41,60,44,73,69,68,https://cdn.sofifa.net/players/209/119/15_120.png,
S. Eto'o,Samuel Eto'o Fils,81,81,7500000.0,50000.0,33,179,75,Everton,SUB,5.0,Cameroon,Right,76.0,81.0,71.0,82.0,37.0,72.0,83,78,81,83,84,82,85,https://cdn.sofifa.net/players/009/676/15_120.png,https://cdn.sofifa.net/teams/7/60.png
M. Klose,Miroslav Klose,81,81,1300000.0,80000.0,36,184,84,Lazio,SUB,11.0,Germany,Right,70.0,77.0,63.0,73.0,32.0,63.0,73,74,78,64,78,77,90,https://cdn.sofifa.net/players/011/141/15_120.png,https://cdn.sofifa.net/teams/46/60.png
José Reina,José Manuel Reina Páez,81,81,10000000.0,100000.0,31,188,92,FC Bayern München,SUB,23.0,Spain,Right,,,,,,,25,25,23,50,84,29,73,https://cdn.sofifa.net/players/024/630/15_120.png,https://cdn.sofifa.net/teams/21/60.png
D. Berbatov,Dimitar Ivanov Berbatov,81,81,7500000.0,50000.0,33,189,75,AS Monaco,ST,10.0,Bulgaria,Right,64.0,82.0,80.0,80.0,32.0,62.0,82,78,86,69,71,83,75,https://cdn.sofifa.net/players/030/110/15_120.png,https://cdn.sofifa.net/teams/69/60.png
D. Drogba,Didier Yves Drogba Tébily,81,81,1300000.0,90000.0,36,188,85,Chelsea,SUB,11.0,Côte d'Ivoire,Right,67.0,83.0,75.0,75.0,36.0,78.0,77,75,80,63,75,86,78,https://cdn.sofifa.net/players/031/432/15_120.png,https://cdn.sofifa.net/teams/5/60.png
A. Cole,Ashley Cole,81,81,4900000.0,70000.0,33,176,66,Roma,LB,3.0,England,Left,73.0,55.0,71.0,74.0,80.0,75.0,71,67,76,77,86,74,77,https://cdn.sofifa.net/players/034/079/15_120.png,https://cdn.sofifa.net/teams/52/60.png
R. van der Vaart,Rafael van der Vaart,81,81,10000000.0,70000.0,31,176,74,Hamburger SV,SUB,23.0,Netherlands,Left,53.0,78.0,81.0,81.0,37.0,63.0,81,84,83,73,82,80,53,https://cdn.sofifa.net/players/045/574/15_120.png,https://cdn.sofifa.net/teams/28/60.png
Fernando Torres,Fernando José Torres Sanz,81,81,10500000.0,110000.0,30,186,78,AC Milan,SUB,9.0,Spain,Right,78.0,79.0,71.0,80.0,32.0,70.0,81,79,82,74,81,84,75,https://cdn.sofifa.net/players/049/369/15_120.png,https://cdn.sofifa.net/teams/47/60.png
N. de Jong,Nigel de Jong,81,81,8500000.0,100000.0,29,174,72,AC Milan,CDM,34.0,Netherlands,Right,71.0,51.0,72.0,72.0,78.0,82.0,65,59,79,74,75,71,78,https://cdn.sofifa.net/players/053/578/15_120.png,https://cdn.sofifa.net/teams/47/60.png
C. Carrasso,Cédric Carrasso,81,81,9000000.0,90000.0,32,187,87,FC Girondins de Bordeaux,GK,16.0,France,Right,,,,,,,25,25,22,39,73,27,73,https://cdn.sofifa.net/players/116/494/15_120.png,https://cdn.sofifa.net/teams/59/60.png
Felipe Melo,Felipe Melo de Carvalho,81,81,6500000.0,100000.0,31,183,80,Galatasaray SK,SUB,3.0,Brazil,Right,77.0,71.0,76.0,75.0,80.0,86.0,75,71,76,78,79,84,84,https://cdn.sofifa.net/players/135/475/15_120.png,https://cdn.sofifa.net/teams/325/60.png
Fernandinho,Fernando Luiz Rosa,81,81,10500000.0,100000.0,29,176,67,Manchester City,RDM,25.0,Brazil,Right,78.0,74.0,80.0,81.0,73.0,76.0,80,70,83,79,82,81,72,https://cdn.sofifa.net/players/135/507/15_120.png,https://cdn.sofifa.net/teams/10/60.png
S. Kießling,Stefan Kießling,81,81,10500000.0,90000.0,30,191,80,Bayer 04 Leverkusen,ST,11.0,Germany,Right,66.0,83.0,71.0,69.0,45.0,80.0,69,66,74,60,85,83,72,https://cdn.sofifa.net/players/137/262/15_120.png,https://cdn.sofifa.net/teams/32/60.png
Nani,Luís Carlos Almeida da Cunha,81,82,12000000.0,110000.0,27,175,66,Sporting CP,LW,77.0,Portugal,Right,84.0,79.0,79.0,86.0,27.0,64.0,87,80,83,92,76,85,51,https://cdn.sofifa.net/players/139/068/15_120.png,https://cdn.sofifa.net/teams/237/60.png
T. Zengin,Tolga Zengin,81,81,10500000.0,90000.0,30,192,90,Beşiktaş JK,GK,29.0,Turkey,Right,,,,,,,25,25,29,49,79,25,79,https://cdn.sofifa.net/players/143/306/15_120.png,https://cdn.sofifa.net/teams/327/60.png
Soldado,Roberto Soldado Rillo,81,81,11500000.0,90000.0,29,179,72,Tottenham Hotspur,SUB,9.0,Spain,Right,76.0,81.0,68.0,76.0,42.0,75.0,75,74,79,71,81,82,83,https://cdn.sofifa.net/players/146/758/15_120.png,https://cdn.sofifa.net/teams/18/60.png
Luisão,Ânderson Luís da Silva,81,81,4900000.0,80000.0,33,192,81,SL Benfica,RCB,4.0,Brazil,Right,39.0,53.0,59.0,53.0,84.0,75.0,50,36,65,34,77,78,59,https://cdn.sofifa.net/players/148/711/15_120.png,https://cdn.sofifa.net/teams/234/60.png
D. Agger,Daniel Munthe Agger,81,81,9000000.0,100000.0,29,191,79,Brøndby IF,SUB,22.0,Denmark,Left,73.0,65.0,66.0,61.0,83.0,77.0,56,52,71,53,75,86,70,https://cdn.sofifa.net/players/152/039/15_120.png,https://cdn.sofifa.net/teams/269/60.png
C. Dempsey,Clint Dempsey,81,81,10000000.0,70000.0,31,185,84,Seattle Sounders FC,RS,2.0,United States,Right,73.0,80.0,75.0,82.0,42.0,75.0,83,72,83,79,79,83,71,https://cdn.sofifa.net/players/155/897/15_120.png,https://cdn.sofifa.net/teams/111144/60.png
R. Montolivo,Riccardo Montolivo,81,81,10500000.0,100000.0,29,182,79,AC Milan,SUB,18.0,Italy,Right,60.0,71.0,83.0,76.0,68.0,73.0,73,79,83,68,79,83,60,https://cdn.sofifa.net/players/159/287/15_120.png,https://cdn.sofifa.net/teams/47/60.png
Llorente,Fernando Javier Llorente Torres,81,81,11500000.0,110000.0,29,195,90,Juventus,LS,14.0,Spain,Right,61.0,79.0,57.0,74.0,35.0,85.0,72,60,80,69,82,83,72,https://cdn.sofifa.net/players/162/131/15_120.png,https://cdn.sofifa.net/teams/45/60.png
M. Boussoufa,Mbark Boussoufa,81,81,11500000.0,90000.0,29,167,61,FC Lokomotiv Moscow,SUB,11.0,Morocco,Right,80.0,72.0,82.0,86.0,42.0,55.0,86,79,84,92,77,72,80,https://cdn.sofifa.net/players/164/435/15_120.png,https://cdn.sofifa.net/teams/100765/60.png
G. Cahill,Gary Cahill,81,81,9500000.0,110000.0,28,193,86,Chelsea,RCB,24.0,England,Right,74.0,58.0,52.0,62.0,84.0,76.0,58,48,64,67,84,63,81,https://cdn.sofifa.net/players/164/468/15_120.png,https://cdn.sofifa.net/teams/5/60.png
T. Walcott,Theo Walcott,81,85,12000000.0,110000.0,25,176,68,Arsenal,SUB,14.0,England,Right,96.0,77.0,75.0,81.0,33.0,64.0,81,72,80,83,82,76,59,https://cdn.sofifa.net/players/164/859/15_120.png,https://cdn.sofifa.net/teams/1/60.png
L. Koscielny,Laurent Koscielny,81,81,9500000.0,120000.0,28,186,75,Arsenal,LCB,6.0,France,Right,81.0,40.0,62.0,65.0,83.0,75.0,62,22,67,70,78,54,86,https://cdn.sofifa.net/players/165/229/15_120.png,https://cdn.sofifa.net/teams/1/60.png
Diego Alves,Diego Alves Carreira,81,81,11500000.0,80000.0,29,188,83,Valencia CF,GK,1.0,Brazil,Left,,,,,,,25,32,25,69,78,45,84,https://cdn.sofifa.net/players/165/580/15_120.png,https://cdn.sofifa.net/teams/461/60.png
M. Škrtel,Martin Škrtel,81,81,9000000.0,90000.0,29,191,81,Liverpool,SUB,37.0,Slovakia,Right,63.0,38.0,48.0,54.0,82.0,82.0,46,33,60,62,73,46,75,https://cdn.sofifa.net/players/166/706/15_120.png,https://cdn.sofifa.net/teams/9/60.png
Y. Cabaye,Yohan Cabaye,81,81,11000000.0,120000.0,28,175,72,Paris Saint-Germain,SUB,4.0,France,Right,68.0,75.0,82.0,78.0,71.0,73.0,74,79,83,78,79,82,70,https://cdn.sofifa.net/players/167/943/15_120.png,https://cdn.sofifa.net/teams/73/60.png
G. dos Santos,Giovani dos Santos Ramírez,81,84,13500000.0,80000.0,25,175,74,Villarreal CF,SUB,9.0,Mexico,Left,86.0,81.0,69.0,88.0,29.0,55.0,88,73,87,89,81,81,65,https://cdn.sofifa.net/players/170/369/15_120.png,https://cdn.sofifa.net/teams/483/60.png
Gervinho,Gervais Lombe Yao Kouassi,81,83,12000000.0,110000.0,27,179,68,Roma,LW,27.0,Côte d'Ivoire,Right,93.0,69.0,72.0,83.0,40.0,64.0,85,69,80,88,80,69,65,https://cdn.sofifa.net/players/170/733/15_120.png,https://cdn.sofifa.net/teams/52/60.png
N. Şahin,Nuri Şahin,81,84,12000000.0,110000.0,25,180,72,Borussia Dortmund,SUB,18.0,Turkey,Left,55.0,69.0,84.0,82.0,67.0,59.0,81,85,85,77,83,72,34,https://cdn.sofifa.net/players/170/797/15_120.png,https://cdn.sofifa.net/teams/22/60.png
Leandro Castán,Leandro Castán da Silva,81,84,10500000.0,100000.0,27,184,80,Roma,LCB,5.0,Brazil,Left,71.0,39.0,50.0,57.0,84.0,81.0,49,31,69,51,77,63,81,https://cdn.sofifa.net/players/172/610/15_120.png,https://cdn.sofifa.net/teams/52/60.png
M. Valbuena,Mathieu Valbuena,81,81,11500000.0,90000.0,29,167,58,Dinamo Moscow,CAM,14.0,France,Right,86.0,73.0,80.0,83.0,33.0,50.0,80,82,83,91,78,75,46,https://cdn.sofifa.net/players/177/326/15_120.png,https://cdn.sofifa.net/teams/312/60.png
L. Bender,Lars Bender,81,84,12000000.0,90000.0,25,184,77,Bayer 04 Leverkusen,RDM,8.0,Germany,Right,68.0,65.0,75.0,73.0,81.0,81.0,73,49,76,65,82,74,76,https://cdn.sofifa.net/players/177/457/15_120.png,https://cdn.sofifa.net/teams/32/60.png
